domain,tld,length,vowel_ratio,has_number,tld_score,keyword_score,brand_score,price,tier
netra.io,.io,5,0.4,0,0.85,0.6352,0.6429,1222500,medium
unvinhq.com,.com,7,0.2857,0,1.0,0.6683,0.6268,259000,medium
huhu.app,.app,4,0.5,0,0.75,0.601,0.608,727500,medium
paise56.com,.com,7,0.4286,1,1.0,0.6335,0.5969,1912000,medium
caresi.net,.net,6,0.5,0,0.65,0.5798,0.5972,343000,medium
myfoji.net,.net,6,0.3333,0,0.65,0.6448,0.6351,364000,medium
shabase.app,.app,7,0.4286,0,0.75,0.7049,0.7142,794500,medium
shahq.co,.co,5,0.2,0,0.8,0.6743,0.6633,451500,medium
vinpra.net,.net,6,0.3333,0,0.65,0.6321,0.6427,964000,medium
novaza.com,.com,6,0.5,0,1.0,0.6104,0.6136,271000,medium
axombase.tech,.tech,8,0.5,0,0.55,0.5259,0.6625,684500,medium
lehq.co,.co,4,0.25,0,0.8,0.3588,0.5891,999000,medium
bhahub.net,.net,6,0.3333,0,0.65,0.5729,0.6669,427000,medium
opdevleop.co,.co,9,0.4444,0,0.8,0.3566,0.57,601500,medium
bhakiviki.co.in,.co.in,9,0.4444,0,0.6,0.4023,0.5958,955500,medium
flowle.com,.com,6,0.3333,0,1.0,0.5057,0.6206,515500,medium
vyprapratura.com,.com,12,0.3333,0,1.0,0.5979,0.5527,696000,medium
rijipe.com,.com,6,0.5,0,1.0,0.7032,0.7261,370000,medium
mekihub.co.in,.co.in,7,0.4286,0,0.6,0.6185,0.6517,693500,medium
qogramin.in,.in,8,0.375,0,0.9,0.72,0.614,285500,medium
greendev.dev,.dev,8,0.375,0,0.7,0.541,0.5857,572500,medium
pulemeji.net,.net,8,0.5,0,0.65,0.4495,0.6149,671000,medium
putebhapu.io,.io,9,0.4444,0,0.85,0.3982,0.566,506000,medium
novadev.in,.in,7,0.4286,0,0.9,0.4826,0.6557,1020500,medium
sanaxjino.in,.in,9,0.4444,0,0.9,0.6366,0.6356,1488000,medium
kartkri.com,.com,7,0.2857,0,1.0,0.5532,0.5765,962000,medium
jifoco.tech,.tech,6,0.5,0,0.55,0.6027,0.7334,726500,medium
linkki.com,.com,6,0.3333,0,1.0,0.6348,0.6111,670500,medium
myopez.co,.co,6,0.3333,0,0.8,0.4765,0.64,403500,medium
unco.tech,.tech,4,0.5,0,0.55,0.4308,0.6622,930000,medium
fonew.app,.app,5,0.4,0,0.75,0.7074,0.6791,924500,medium
sanco.co,.co,5,0.4,0,0.8,0.6028,0.6624,303000,medium
sansoft.in,.in,7,0.2857,0,0.9,0.5734,0.6711,502000,medium
myza.app,.app,4,0.25,0,0.75,0.5614,0.5904,1122500,medium
buxepekri.tech,.tech,9,0.4444,0,0.55,0.3609,0.5814,1025000,medium
damezaez.in,.in,8,0.5,0,0.9,0.4478,0.5384,840000,medium
praco.tech,.tech,5,0.4,0,0.55,0.6239,0.6481,578000,medium
sanhubase.dev,.dev,9,0.4444,0,0.7,0.6625,0.6324,418500,medium
qodevhu.co,.co,7,0.4286,0,0.8,0.6666,0.6963,257500,medium
flowtu.net,.net,6,0.3333,0,0.65,0.4809,0.7102,517500,medium
bhajiez.tech,.tech,7,0.4286,0,0.55,0.4818,0.5933,762000,medium
jihq.net,.net,4,0.25,0,0.65,0.5441,0.7154,994000,medium
ophub.dev,.dev,5,0.4,0,0.7,0.3977,0.7988,640500,medium
labez.io,.io,5,0.4,0,0.85,0.5564,0.7501,421000,medium
mynosha.com,.com,7,0.2857,0,1.0,0.6649,0.6917,830500,medium
unpuvinom.com,.com,9,0.4444,0,1.0,0.3609,0.5678,509000,medium
unrafosha.co.in,.co.in,9,0.4444,0,0.6,0.6383,0.5749,1094000,medium
vyhq.com,.com,4,0.0,0,1.0,0.4064,0.5592,663500,medium
mydev.tech,.tech,5,0.2,0,0.55,0.4199,0.6548,359000,medium
shaombase.app,.app,9,0.4444,0,0.75,0.5855,0.548,267000,medium
vidya.io,.io,5,0.4,0,0.85,0.4546,0.7779,561000,medium
xespark.io,.io,7,0.2857,0,0.85,0.677,0.6831,405500,medium
casync.in,.in,6,0.1667,0,0.9,0.51,0.5671,583500,medium
care.app,.app,4,0.5,0,0.75,0.7145,0.7048,605000,medium
vidya37.com,.com,7,0.2857,1,1.0,0.6992,0.6443,245000,medium
vindost.net,.net,7,0.2857,0,0.65,0.5594,0.5835,441000,medium
mesoft.dev,.dev,6,0.3333,0,0.7,0.72,0.6381,685500,medium
luna.com,.com,4,0.5,0,1.0,0.5951,0.6759,368500,medium
linkca.tech,.tech,6,0.3333,0,0.55,0.6036,0.7069,612000,medium
telab.in,.in,5,0.4,0,0.9,0.4781,0.6861,682000,medium
opvitenoda.com,.com,10,0.5,0,1.0,0.4342,0.5998,461000,medium
shadapu.co,.co,7,0.4286,0,0.8,0.6141,0.7176,340000,medium
nafoca.tech,.tech,6,0.5,0,0.55,0.7178,0.5821,857500,medium
lulab.dev,.dev,5,0.4,0,0.7,0.4515,0.7782,411000,medium
bhadost.co.in,.co.in,7,0.2857,0,0.6,0.5993,0.6703,709000,medium
purizamedev.co,.co,11,0.4545,0,0.8,0.5061,0.5239,831500,medium
pesoft.in,.in,6,0.3333,0,0.9,0.4567,0.6851,594500,medium
axjihub.in,.in,7,0.4286,0,0.9,0.5486,0.7553,774000,medium
cityji.com,.com,6,0.3333,0,1.0,0.5074,0.7214,964500,medium
link.dev,.dev,4,0.25,0,0.7,0.72,0.6855,315500,medium
basesha.com,.com,7,0.4286,0,1.0,0.5511,0.5995,446500,medium
xevihu.tech,.tech,6,0.5,0,0.55,0.6169,0.6527,443000,medium
uncahub.net,.net,7,0.4286,0,0.65,0.4547,0.7009,526500,medium
media48.net,.net,7,0.4286,1,0.65,0.5919,0.6345,470500,medium
kibha.app,.app,5,0.4,0,0.75,0.503,0.7445,619000,medium
mope.io,.io,4,0.5,0,0.85,0.5955,0.6643,327000,medium
corele.in,.in,6,0.5,0,0.9,0.5421,0.6805,714000,medium
konakihu.io,.io,8,0.5,0,0.85,0.541,0.6605,716000,medium
home62.com,.com,6,0.3333,1,1.0,0.5518,0.6728,797500,medium
net.dev,.dev,3,0.3333,0,0.7,0.5692,0.6861,1107500,medium
koopte.co.in,.co.in,6,0.5,0,0.6,0.5509,0.7098,498000,medium
ompubase.net,.net,8,0.5,0,0.65,0.4965,0.6187,394500,medium
swadeshlu.net,.net,9,0.3333,0,0.65,0.5868,0.5779,606000,medium
digi.co,.co,4,0.5,0,0.8,0.6386,0.6339,426000,medium
hutusoft.com,.com,8,0.375,0,1.0,0.6673,0.6768,536500,medium
myno.co.in,.co.in,4,0.25,0,0.6,0.6908,0.7425,958000,medium
camedevte.io,.io,9,0.4444,0,0.85,0.3641,0.621,1200000,medium
store.co.in,.co.in,5,0.4,0,0.6,0.6973,0.6784,492000,medium
bazaarri.co.in,.co.in,8,0.5,0,0.6,0.5727,0.6641,603000,medium
vintepu.com,.com,7,0.4286,0,1.0,0.5036,0.5935,943000,medium
flowca.dev,.dev,6,0.3333,0,0.7,0.72,0.7422,632500,medium
soft.app,.app,4,0.25,0,0.75,0.4839,0.7383,424500,medium
ezkribase.co.in,.co.in,9,0.4444,0,0.6,0.5848,0.6989,532000,medium
green30.io,.io,7,0.2857,1,0.85,0.6675,0.6711,403000,medium
space42.app,.app,7,0.2857,1,0.75,0.6347,0.6746,279000,medium
unkozaxe.co,.co,8,0.5,0,0.8,0.4209,0.6922,578000,medium
meoplab.app,.app,7,0.4286,0,0.75,0.6272,0.6059,558500,medium
baseom.com,.com,6,0.5,0,1.0,0.6687,0.608,596500,medium
meshaco.app,.app,7,0.4286,0,0.75,0.4921,0.7016,427000,medium
tusoft.net,.net,6,0.3333,0,0.65,0.72,0.7513,755500,medium
bhajifosan.co,.co,10,0.4,0,0.8,0.3662,0.5669,733500,medium
pubase.co.in,.co.in,6,0.5,0,0.6,0.4901,0.6692,290000,medium
basete.com,.com,6,0.5,0,1.0,0.5659,0.6378,373500,medium
mediavin.io,.io,8,0.5,0,0.85,0.5661,0.6314,730500,medium
ombase.app,.app,6,0.5,0,0.75,0.72,0.6587,648500,medium
lusoft.co,.co,6,0.3333,0,0.8,0.5206,0.7346,620000,medium
syncvin.io,.io,7,0.1429,0,0.85,0.6542,0.6371,525500,medium
mandibu.com,.com,7,0.4286,0,1.0,0.4876,0.602,414000,medium
daapp.io,.io,5,0.4,0,0.85,0.72,0.7759,797500,medium
opzahub.co,.co,7,0.4286,0,0.8,0.6902,0.6351,537000,medium
qoqo.com,.com,4,0.5,0,1.0,0.5209,0.7253,834000,medium
ombhaop.tech,.tech,7,0.4286,0,0.55,0.6441,0.742,847000,medium
base20.com,.com,6,0.3333,1,1.0,0.5045,0.5962,224500,medium
raluvi.com,.com,6,0.5,0,1.0,0.3779,0.7257,677500,medium
xebuaxopsan.dev,.dev,11,0.4545,0,0.7,0.5459,0.547,485500,medium
tubukritesha.tech,.tech,12,0.4167,0,0.55,0.4202,0.5823,678000,medium
opunhub.com,.com,7,0.4286,0,1.0,0.7113,0.6746,512500,medium
app19.net,.net,5,0.2,1,0.65,0.72,0.5827,249500,medium
rajkihq.co.in,.co.in,7,0.2857,0,0.6,0.4525,0.5607,697000,medium
linkmo.com,.com,6,0.3333,0,1.0,0.72,0.7511,477500,medium
bupaise.net,.net,7,0.5714,0,0.65,0.5722,0.5578,1552000,medium
zasi.io,.io,4,0.5,0,0.85,0.4626,0.7037,459000,medium
storepe.co.in,.co.in,7,0.4286,0,0.6,0.5801,0.7472,682500,medium
xelerahusan.app,.app,11,0.4545,0,0.75,0.5995,0.6663,663000,medium
homeraj.tech,.tech,7,0.4286,0,0.55,0.6049,0.681,596000,medium
mewyrajhu.co.in,.co.in,9,0.3333,0,0.6,0.4156,0.5462,730000,medium
novinvin.tech,.tech,8,0.375,0,0.55,0.5976,0.642,292500,medium
rajmandi.app,.app,8,0.375,0,0.75,0.7013,0.6548,461000,medium
omkrida.app,.app,7,0.4286,0,0.75,0.6525,0.6033,1079500,medium
luvin.co,.co,5,0.4,0,0.8,0.7141,0.6461,267000,medium
mediaxe.app,.app,7,0.5714,0,0.75,0.5696,0.6674,821500,medium
caspace.co,.co,7,0.4286,0,0.8,0.681,0.6128,412500,medium
vykonoraj.co.in,.co.in,9,0.3333,0,0.6,0.3668,0.5976,777500,medium
rajhub.com,.com,6,0.3333,0,1.0,0.3816,0.7514,653000,medium
bazaar.app,.app,6,0.5,0,0.75,0.487,0.6449,712500,medium
myunna.io,.io,6,0.3333,0,0.85,0.4431,0.6686,603500,medium
hukri.com,.com,5,0.4,0,1.0,0.6759,0.7908,724500,medium
letulab.tech,.tech,7,0.4286,0,0.55,0.639,0.6693,553500,medium
krilab.app,.app,6,0.3333,0,0.75,0.4646,0.7228,616000,medium
zasoft.tech,.tech,6,0.3333,0,0.55,0.5755,0.671,560500,medium
greenri.app,.app,7,0.4286,0,0.75,0.6018,0.6886,766500,medium
moleme.io,.io,6,0.5,0,0.85,0.5703,0.6546,1138500,medium
mandi57.io,.io,7,0.2857,1,0.85,0.72,0.5545,352500,medium
swadesh40.co,.co,9,0.2222,1,0.8,0.5147,0.5081,258500,medium
axco.net,.net,4,0.5,0,0.65,0.3706,0.6803,826500,medium
simohq.io,.io,6,0.3333,0,0.85,0.6898,0.7507,1164500,medium
shaluhub.com,.com,8,0.375,0,1.0,0.4292,0.6586,845500,medium
krishi.tech,.tech,6,0.3333,0,0.55,0.6641,0.7312,552500,medium
oprilab.tech,.tech,7,0.4286,0,0.55,0.5988,0.6909,413500,medium
vyswadesh.io,.io,9,0.2222,0,0.85,0.647,0.5221,375000,medium
kobase.app,.app,6,0.5,0,0.75,0.6031,0.6452,778000,medium
ezbuco.com,.com,6,0.5,0,1.0,0.6771,0.5829,1006500,medium
net.co,.co,3,0.3333,0,0.8,0.5752,0.6842,1037500,medium
siom.in,.in,4,0.5,0,0.9,0.6558,0.6672,1608500,medium
pramosoft.app,.app,9,0.3333,0,0.75,0.6042,0.6071,611500,medium
netsha.in,.in,6,0.3333,0,0.9,0.6831,0.6333,1297500,medium
opspark.io,.io,7,0.2857,0,0.85,0.6,0.6033,348500,medium
risoft.co.in,.co.in,6,0.3333,0,0.6,0.5047,0.6787,544500,medium
buco.co,.co,4,0.5,0,0.8,0.5283,0.7059,339000,medium
wysan.io,.io,5,0.2,0,0.85,0.586,0.5939,856500,medium
paise.in,.in,5,0.6,0,0.9,0.6024,0.6746,2510000,medium
xerajax.com,.com,7,0.4286,0,1.0,0.5236,0.6468,247500,medium
humesida.app,.app,8,0.5,0,0.75,0.3715,0.6421,425500,medium
flow.co,.co,4,0.25,0,0.8,0.5155,0.7313,331500,medium
digibu.io,.io,6,0.5,0,0.85,0.4764,0.6262,211500,medium
jiglobal.dev,.dev,8,0.375,0,0.7,0.5193,0.629,237500,medium
bhadev.co,.co,6,0.3333,0,0.8,0.4705,0.6886,888500,medium
hulab.net,.net,5,0.4,0,0.65,0.6032,0.7966,553000,medium
wyza.co.in,.co.in,4,0.25,0,0.6,0.5349,0.6943,969000,medium
shahub.co,.co,6,0.3333,0,0.8,0.5558,0.6155,674000,medium
vinaxlab.io,.io,8,0.375,0,0.85,0.478,0.6229,398000,medium
ribase.app,.app,6,0.5,0,0.75,0.6638,0.6413,540000,medium
labtu.net,.net,5,0.4,0,0.65,0.6191,0.7897,302000,medium
bazaar21.com,.com,8,0.375,1,1.0,0.4786,0.728,232500,medium
myopte.tech,.tech,6,0.3333,0,0.55,0.4401,0.7417,230000,medium
space48.io,.io,7,0.2857,1,0.85,0.72,0.6458,366000,medium
mylu.com,.com,4,0.25,0,1.0,0.5176,0.6909,847500,medium
omme.com,.com,4,0.5,0,1.0,0.5532,0.6731,492500,medium
real56.net,.net,6,0.3333,1,0.65,0.712,0.6996,169000,medium
dakisoft.com,.com,8,0.375,0,1.0,0.622,0.6001,646500,medium
space82.com,.com,7,0.2857,1,1.0,0.4508,0.5491,437500,medium
cakori.net,.net,6,0.5,0,0.65,0.7012,0.5943,894000,medium
hupesoft.io,.io,8,0.375,0,0.85,0.602,0.6812,594500,medium
devrajhub.dev,.dev,9,0.3333,0,0.7,0.519,0.6209,536000,medium
luhub.co.in,.co.in,5,0.4,0,0.6,0.6888,0.7954,549500,medium
cityko.co.in,.co.in,6,0.3333,0,0.6,0.4688,0.6474,873500,medium
radaez.co.in,.co.in,6,0.5,0,0.6,0.7036,0.6702,421500,medium
swadesh17.dev,.dev,9,0.2222,1,0.7,0.4511,0.5021,167000,medium
lestore.net,.net,7,0.4286,0,0.65,0.4727,0.6705,238500,medium
wyflow.dev,.dev,6,0.1667,0,0.7,0.72,0.6269,826000,medium
vixehudevhu.io,.io,11,0.4545,0,0.85,0.3712,0.5559,358500,medium
devbase.co.in,.co.in,7,0.4286,0,0.6,0.567,0.6021,259500,medium
myca.com,.com,4,0.25,0,1.0,0.4487,0.7432,363500,medium
rajsoft.app,.app,7,0.2857,0,0.75,0.72,0.6441,572500,medium
devfoshadaki.net,.net,12,0.4167,0,0.65,0.5768,0.5901,451000,medium
omnahq.app,.app,6,0.3333,0,0.75,0.6069,0.657,847500,medium
shadadaleez.dev,.dev,11,0.4545,0,0.7,0.4816,0.5251,365500,medium
pebuhub.co.in,.co.in,7,0.4286,0,0.6,0.4622,0.6828,528500,medium
kibha.in,.in,5,0.4,0,0.9,0.6526,0.7625,1136500,medium
cadevhub.io,.io,8,0.375,0,0.85,0.3668,0.6704,490500,medium
datuco.io,.io,6,0.5,0,0.85,0.4975,0.6076,354500,medium
linkca.net,.net,6,0.3333,0,0.65,0.72,0.6435,846000,medium
kodevhume.com,.com,9,0.4444,0,1.0,0.4019,0.6049,1198000,medium
xejihub.co,.co,7,0.4286,0,0.8,0.6302,0.6165,673000,medium
wyxeco.com,.com,6,0.3333,0,1.0,0.5269,0.7079,775000,medium
jisoft.co,.co,6,0.3333,0,0.8,0.6036,0.6231,458000,medium
kounomhumo.co,.co,10,0.5,0,0.8,0.6853,0.5906,937500,medium
kicity.tech,.tech,6,0.3333,0,0.55,0.6781,0.7473,227500,medium
ridasoft.dev,.dev,8,0.375,0,0.7,0.72,0.6003,596000,medium
paise16.app,.app,7,0.4286,1,0.75,0.5382,0.7164,813500,medium
nahushame.com,.com,9,0.4444,0,1.0,0.6117,0.5711,426000,medium
foaxsha.dev,.dev,7,0.4286,0,0.7,0.5037,0.6187,504500,medium
nojiqo.io,.io,6,0.5,0,0.85,0.6772,0.6878,1249000,medium
nextji.in,.in,6,0.3333,0,0.9,0.5207,0.6078,402500,medium
simole.tech,.tech,6,0.5,0,0.55,0.4479,0.622,439000,medium
prahub.com,.com,6,0.3333,0,1.0,0.372,0.6587,616500,medium
novawy.dev,.dev,6,0.3333,0,0.7,0.719,0.6817,382500,medium
axunkrinaez.net,.net,11,0.4545,0,0.65,0.5814,0.5264,423000,medium
huezji.com,.com,6,0.5,0,1.0,0.5896,0.7289,1170500,medium
pustore.net,.net,7,0.4286,0,0.65,0.5933,0.7336,354000,medium
kopudevvy.net,.net,9,0.3333,0,0.65,0.4387,0.595,892500,medium
daqo.io,.io,4,0.5,0,0.85,0.3733,0.6824,719000,medium
axkiraj.in,.in,7,0.4286,0,0.9,0.5301,0.6504,667500,medium
turavinbha.com,.com,10,0.4,0,1.0,0.3643,0.6212,801000,medium
digile.net,.net,6,0.5,0,0.65,0.6776,0.6668,690000,medium
careraj.dev,.dev,7,0.4286,0,0.7,0.5127,0.6636,362500,medium
pepuophuqo.net,.net,10,0.5,0,0.65,0.7031,0.5898,392500,medium
lepushavyle.tech,.tech,11,0.3636,0,0.55,0.7098,0.6762,815500,medium
qounbase.app,.app,8,0.5,0,0.75,0.4558,0.6389,429000,medium
ophq.net,.net,4,0.25,0,0.65,0.5514,0.6252,826000,medium
paiseza.co,.co,7,0.5714,0,0.8,0.72,0.5678,2515500,medium
jinova.com,.com,6,0.5,0,1.0,0.72,0.6744,379500,medium
lab21.net,.net,5,0.2,1,0.65,0.614,0.6555,614500,medium
swadesh.co,.co,7,0.2857,0,0.8,0.5135,0.712,656500,medium
zakri.com,.com,5,0.4,0,1.0,0.7195,0.7778,339000,medium
store.in,.in,5,0.4,0,0.9,0.5008,0.7937,397000,medium
nextsan.io,.io,7,0.2857,0,0.85,0.72,0.6676,686000,medium
fomoom.co.in,.co.in,6,0.5,0,0.6,0.39,0.63,547000,medium
lelab.com,.com,5,0.4,0,1.0,0.72,0.6724,596500,medium
buomraj.io,.io,7,0.4286,0,0.85,0.5917,0.6471,306000,medium
siko.tech,.tech,4,0.5,0,0.55,0.4481,0.6778,725000,medium
hutexekoom.in,.in,10,0.5,0,0.9,0.5472,0.6463,1224500,medium
myle.io,.io,4,0.25,0,0.85,0.454,0.6187,609000,medium
sixelab.in,.in,7,0.4286,0,0.9,0.5872,0.6463,575500,medium
nolab.co,.co,5,0.4,0,0.8,0.72,0.707,503000,medium
jituhubu.app,.app,8,0.5,0,0.75,0.5131,0.617,783500,medium
vyvico.com,.com,6,0.3333,0,1.0,0.5067,0.7334,1219500,medium
lekohub.net,.net,7,0.4286,0,0.65,0.5476,0.667,342000,medium
qoreal.io,.io,6,0.5,0,0.85,0.4533,0.6273,669000,medium
daji.com,.com,4,0.5,0,1.0,0.5146,0.6396,540500,medium
ranet.co.in,.co.in,5,0.4,0,0.6,0.5401,0.6483,1274500,medium
lekrivifo.co,.co,9,0.4444,0,0.8,0.5259,0.6745,1025500,medium
rahq.io,.io,4,0.25,0,0.85,0.3811,0.6021,1238000,medium
raco.net,.net,4,0.5,0,0.65,0.4514,0.7615,729500,medium
rahulab.co,.co,7,0.4286,0,0.8,0.72,0.6712,461500,medium
space84.in,.in,7,0.2857,1,0.9,0.5523,0.7115,819000,medium
softvi.co,.co,6,0.3333,0,0.8,0.72,0.7102,669000,medium
riluko.co,.co,6,0.5,0,0.8,0.4267,0.6734,824500,medium
devpeco.tech,.tech,7,0.4286,0,0.55,0.6494,0.6004,844500,medium
omax.co,.co,4,0.5,0,0.8,0.5051,0.7547,639500,medium
jisiki.in,.in,6,0.5,0,0.9,0.5234,0.6048,589000,medium
devgramin.com,.com,9,0.3333,0,1.0,0.6712,0.6595,791000,medium
lunono.com,.com,6,0.5,0,1.0,0.525,0.6762,409500,medium
capu.com,.com,4,0.5,0,1.0,0.3674,0.6499,303000,medium
mozabhanada.com,.com,11,0.4545,0,1.0,0.5585,0.599,1228000,medium
kisync.app,.app,6,0.1667,0,0.75,0.4599,0.6087,381000,medium
ezomxesi.com,.com,8,0.5,0,1.0,0.6901,0.5412,727000,medium
mesoft.co,.co,6,0.3333,0,0.8,0.5593,0.6571,431500,medium
mandi.io,.io,5,0.4,0,0.85,0.5671,0.6755,569500,medium
rivi.net,.net,4,0.5,0,0.65,0.4965,0.7263,466000,medium
lepute.com,.com,6,0.5,0,1.0,0.6493,0.6365,995500,medium
core17.in,.in,6,0.3333,1,0.9,0.5711,0.6325,331500,medium
riraca.com,.com,6,0.5,0,1.0,0.4692,0.5907,540000,medium
wyophq.in,.in,6,0.1667,0,0.9,0.7171,0.5212,1106000,medium
oprajraqopra.co,.co,12,0.4167,0,0.8,0.3609,0.5444,517000,medium
nokribha.com,.com,8,0.375,0,1.0,0.4378,0.6806,683000,medium
vynext.co.in,.co.in,6,0.1667,0,0.6,0.5871,0.6385,459000,medium
daswadesh.tech,.tech,9,0.3333,0,0.55,0.6793,0.5544,428000,medium
foapp.tech,.tech,5,0.4,0,0.55,0.6772,0.642,473000,medium
softno.net,.net,6,0.3333,0,0.65,0.5191,0.5942,649500,medium
homena.co,.co,6,0.5,0,0.8,0.5508,0.6679,535000,medium
kiwymo.co.in,.co.in,6,0.3333,0,0.6,0.6806,0.7372,1079500,medium
pumedia.in,.in,7,0.5714,0,0.9,0.5778,0.5293,733500,medium
rajdevsoft.io,.io,10,0.3,0,0.85,0.6997,0.5357,776500,medium
krikimeqo.dev,.dev,9,0.4444,0,0.7,0.4251,0.665,602500,medium
kiribupura.io,.io,10,0.5,0,0.85,0.4656,0.6323,748000,medium
jidaki.co,.co,6,0.5,0,0.8,0.5968,0.5867,558500,medium
wyteco.tech,.tech,6,0.3333,0,0.55,0.4551,0.6549,291000,medium
greenun.co,.co,7,0.4286,0,0.8,0.6002,0.7511,458500,medium
axkrime.tech,.tech,7,0.4286,0,0.55,0.6125,0.6086,1074500,medium
rajxelu.tech,.tech,7,0.4286,0,0.55,0.3971,0.7292,776000,medium
omundevaxme.com,.com,11,0.4545,0,1.0,0.3531,0.5847,542000,medium
tebusha.dev,.dev,7,0.4286,0,0.7,0.5322,0.6626,808500,medium
cityki.dev,.dev,6,0.3333,0,0.7,0.5502,0.7462,543500,medium
cacarajlu.com,.com,9,0.4444,0,1.0,0.5543,0.5868,547500,medium
myza.net,.net,4,0.25,0,0.65,0.6521,0.7144,590500,medium
pudajimeko.co,.co,10,0.5,0,0.8,0.4508,0.6621,995500,medium
vikrisiqohu.in,.in,11,0.4545,0,0.9,0.7113,0.5592,937000,medium
puhq.app,.app,4,0.25,0,0.75,0.599,0.689,1214500,medium
kitecakite.net,.net,10,0.5,0,0.65,0.6728,0.5584,948500,medium
corehu.tech,.tech,6,0.5,0,0.55,0.6734,0.6637,616500,medium
kogreen.net,.net,7,0.4286,0,0.65,0.4644,0.6953,363000,medium
raviezqo.in,.in,8,0.5,0,0.9,0.5605,0.5695,887000,medium
tesync.net,.net,6,0.1667,0,0.65,0.5003,0.626,347500,medium
qolink.tech,.tech,6,0.3333,0,0.55,0.5409,0.6498,219000,medium
lerajkopra.co,.co,10,0.4,0,0.8,0.4134,0.6768,384000,medium
ridevbupe.io,.io,9,0.4444,0,0.85,0.3583,0.6162,746500,medium
swadesh.tech,.tech,7,0.2857,0,0.55,0.5128,0.6069,384000,medium
kobase.co.in,.co.in,6,0.5,0,0.6,0.541,0.5932,425500,medium
undevtu.com,.com,7,0.4286,0,1.0,0.569,0.5972,836000,medium
syncri.com,.com,6,0.1667,0,1.0,0.72,0.6284,473500,medium
sync.co.in,.co.in,4,0.0,0,0.6,0.6706,0.5638,678500,medium
care23.app,.app,6,0.3333,1,0.75,0.72,0.6126,749000,medium
netbha.io,.io,6,0.3333,0,0.85,0.5117,0.6181,1047500,medium
vicity.co.in,.co.in,6,0.3333,0,0.6,0.5117,0.7017,334500,medium
forahub.net,.net,7,0.4286,0,0.65,0.5963,0.7152,672500,medium
sihub.dev,.dev,5,0.4,0,0.7,0.5135,0.7631,794500,medium
tujikriwy.in,.in,9,0.3333,0,0.9,0.4246,0.565,400500,medium
bulewyra.tech,.tech,8,0.375,0,0.55,0.6882,0.5947,1023500,medium
nofosoft.io,.io,8,0.375,0,0.85,0.6206,0.5886,357500,medium
meswadesh.app,.app,9,0.3333,0,0.75,0.72,0.555,722500,medium
cabazaar.com,.com,8,0.5,0,1.0,0.467,0.6735,877500,medium
unwyhq.dev,.dev,6,0.1667,0,0.7,0.4851,0.509,843000,medium
axprabase.co,.co,9,0.4444,0,0.8,0.4776,0.6631,555000,medium
axlab.dev,.dev,5,0.4,0,0.7,0.454,0.748,329500,medium
shatehub.io,.io,8,0.375,0,0.85,0.4844,0.6416,883500,medium
vinkoca.com,.com,7,0.4286,0,1.0,0.3617,0.612,738000,medium
mebase.dev,.dev,6,0.5,0,0.7,0.6636,0.6688,470000,medium
myvinna.co,.co,7,0.2857,0,0.8,0.3577,0.5507,397000,medium
zasync.net,.net,6,0.1667,0,0.65,0.5294,0.5748,780000,medium
temesoft.co,.co,8,0.375,0,0.8,0.5522,0.6305,565000,medium
vycare.co,.co,6,0.3333,0,0.8,0.5673,0.6834,706500,medium
jicare.dev,.dev,6,0.5,0,0.7,0.5478,0.712,588500,medium
coreda.io,.io,6,0.5,0,0.85,0.5703,0.6029,668000,medium
silab.in,.in,5,0.4,0,0.9,0.72,0.7313,887500,medium
paise.io,.io,5,0.6,0,0.85,0.4654,0.6354,1852000,medium
spacena.dev,.dev,7,0.4286,0,0.7,0.72,0.7316,487500,medium
vinew.io,.io,5,0.4,0,0.85,0.72,0.7561,437000,medium
devkrico.io,.io,8,0.375,0,0.85,0.4656,0.5966,502000,medium
mepebumosha.dev,.dev,11,0.4545,0,0.7,0.7169,0.5316,651500,medium
xepaise.co,.co,7,0.5714,0,0.8,0.4971,0.634,1853500,medium
rajzalab.net,.net,8,0.375,0,0.65,0.522,0.6514,553500,medium
wynocaax.net,.net,8,0.375,0,0.65,0.5162,0.6306,1174000,medium
vidya68.io,.io,7,0.2857,1,0.85,0.5658,0.5926,441000,medium
sikopeomhu.com,.com,10,0.5,0,1.0,0.6031,0.6618,1287000,medium
city3.co,.co,5,0.2,1,0.8,0.72,0.5612,248000,medium
shapukriqo.in,.in,10,0.4,0,0.9,0.3928,0.7145,464500,medium
vidyaji.co,.co,7,0.4286,0,0.8,0.72,0.7189,388500,medium
foforaj.io,.io,7,0.4286,0,0.85,0.463,0.6505,498500,medium
krishi35.co,.co,8,0.25,1,0.8,0.5167,0.649,345000,medium
meomompeko.co,.co,10,0.5,0,0.8,0.71,0.5049,322000,medium
puki.com,.com,4,0.5,0,1.0,0.4574,0.764,634000,medium
mobule.in,.in,6,0.5,0,0.9,0.616,0.6815,757500,medium
care42.co.in,.co.in,6,0.3333,1,0.6,0.7121,0.6297,304500,medium
zadako.co.in,.co.in,6,0.5,0,0.6,0.5172,0.7194,247000,medium
mytu.io,.io,4,0.25,0,0.85,0.413,0.6246,430500,medium
prabase.net,.net,7,0.4286,0,0.65,0.6087,0.6132,412500,medium
mediasi.in,.in,7,0.5714,0,0.9,0.6146,0.6272,724500,medium
ezwysoft.in,.in,8,0.25,0,0.9,0.5824,0.6442,782500,medium
base.app,.app,4,0.5,0,0.75,0.5893,0.6226,695500,medium
